Fout_min;VG_count;MCLC_count;Di_25%;Fout_25%;blame_merge_blame_getDistinctOperatorsCnt_std;Ci_75%;Fin_count;Di_min;NVAR_25%;Ci_25%;MCLC_std;blame_merge_blame_getDistinctOperandsCnt_count;Ci_mean;blame_merge_blame_getDistinctOperatorsCnt_min;NCOMP_25%;NCOMP_50%;blamemerge_blamegetDistinctOperandsCnt_mean;NVAR_count;MCLC_min;blame_merge_blame_getDistinctOperandsCnt_max;NCOMP_mean;Di_50%;blame_merge_blame_getDistinctOperandsCnt_std;NVAR_min;Fout_75%;Si_max;MCLC_25%;Ci_count;Fin_min;NCOMP_max;blame_merge_blame_getDistinctOperatorsCnt_count;Ci_min;Fin_std;IOVars_25%;Fout_max;blamemerge_blamegetDifficulty_std;IOVars_mean;VG_std;blame_merge_blame_getDistinctOperatorsCnt_mean;blamemerge_blamegetDifficulty_count;ClTCi;blame_merge_blame_getDifficulty_std;blame_merge_blame_getDistinctOperandsCnt_mean;Fin_25%;Si_count;Fin_mean;Si_min;Di_max;blamemerge_blamegetDistinctOperandsCnt_std;IOVars_count;blamemerge_blamegetDifficulty_max;blame_merge_blame_getDistinctOperandsCnt_min;NOP_25%;NBD_25%;NBD_max;Bugged;IOVars_min;VG_75%;blame_merge_blame_getDistinctOperatorsCnt_max;NBD_50%;NVAR_std;Si_25%;NBD_mean;blame_merge_blame_getDifficulty_count;blamemerge_blamegetDifficulty_mean;Fout_50%;Fout_count;MCLC_max;blame_merge_blame_getDifficulty_min;Fout_mean;MCLC_75%;ClRCi;blamemerge_blamegetDistinctOperatorsCnt_mean;blamemerge_blamegetDistinctOperandsCnt_max;NOP_mean;blamemerge_blamegetDistinctOperatorsCnt_max;IOVars_75%;Fin_75%;Fout_std;NCOMP_75%;NVAR_75%;NOP_max;NBD_count;Fin_max;Fin_50%;Di_std;VG_50%;blamemerge_blamegetDistinctOperatorsCnt_count;MCLC_50%;Ci_50%;NVAR_mean;blamemerge_blamegetDistinctOperatorsCnt_std;NOPa;VG_mean;NBD_std;VG_25%;Difficulty;VG_min;Ci_std;Di_75%;Di_count;Si_mean;Si_std;Si_50%;blame_merge_blame_getDifficulty_max;MCLC_mean;blamemerge_blamegetDistinctOperandsCnt_count;NOP_std;NCOMP_std;NCOMP_count;NOP_min;IOVars_max;NBD_min;NVAR_max;NBD_75%;NOP_50%;NVAR_50%;IOVars_std;Ci_max;blame_merge_blame_getDifficulty_mean;NOP_count;Si_75%;IOVars_50%;NumberOfDistinctOperators;NCOMP_min;NOP_75%;NumberOfDistinctOperands;VG_max;Di_mean
0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;5.0;1.0;0.0;0.0;1.0;0.0;21.0;21.0;3.907523876077335;1.0;26.0;0.0;21.0;1.0;0.0;5.0;0.0;0.0;26.0;1.0;0.0;21.0;0.0;1.0;0.0;1.0;0.0;1.6709722437040582;1.0;0.0;0.0;4293.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;2.290031020171209;1.0;5.4;0.0;1.0;4.0;4.0;False;1.0;12.0;0.0;4.0;0.0;0.0;4.0;0.0;1.9736936097523097;0.0;1.0;26.0;0.0;0.0;26.0;1.0;3.845329606335896;8.0;1.0;10.0;1.0;0.0;0.0;21.0;5.0;1.0;1.0;0.0;0.0;0.0;12.0;4293.0;26.0;1.0;5.0;3.144000442662061;0.0;12.0;0.0;12.0;37.706896551724135;12.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;26.0;4293.0;0.0;0.0;1.0;1.0;1.0;4.0;5.0;4.0;1.0;5.0;0.0;1.0;0.0;1.0;0.0;1.0;27.0;21.0;1.0;87.0;12.0;1.0
0.0;2.0;2.0;3.25;0.0;0.0;3.75;2.0;3.0;4.25;3.25;7.071067811865476;0.0;3.5;0.0;3.25;5.5;3.4992647058823527;2.0;5.0;0.0;5.5;3.5;0.0;4.0;0.0;0.0;7.5;2.0;0.0;10.0;0.0;3.0;0.0;3.25;0.0;2.0701425779160716;3.5;2.8284271247461903;0.0;5440.0;7.0;0.0;0.0;0.0;2.0;0.0;0.0;4.0;2.3997455378839176;2.0;7.5;0.0;2.25;3.25;4.0;False;3.0;6.0;0.0;3.5;0.7071067811865476;0.0;3.5;0.0;2.3893745623249303;0.0;2.0;15.0;0.0;0.0;12.5;3.5;4.458455882352942;8.0;2.5;11.0;3.75;0.0;0.0;7.75;4.75;3.0;2.0;0.0;0.0;0.7071067811865476;5.0;5440.0;10.0;3.5;4.5;3.587854402678718;0.0;5.0;0.7071067811865476;4.0;49.4949494949495;3.0;0.7071067811865476;3.75;2.0;0.0;0.0;0.0;0.0;10.0;5440.0;0.7071067811865476;6.363961030678928;2.0;2.0;4.0;3.0;5.0;3.75;2.5;4.5;0.7071067811865476;4.0;0.0;2.0;0.0;3.5;35.0;1.0;2.75;99.0;7.0;3.5
0.0;3.0;3.0;3.0;0.0;0.0;5.5;3.0;2.0;0.0;3.0;1.1547005383792517;0.0;4.333333333333333;0.0;0.0;0.0;1.5252848291025385;3.0;0.0;0.0;0.6666666666666666;4.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;0.9106505311306664;4.333333333333333;0.0;0.0;5003.0;13.0;0.0;0.0;0.0;3.0;0.0;0.0;7.0;2.424285344189434;3.0;3.75;0.0;2.0;1.0;1.0;False;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.5834199480311812;0.0;3.0;2.0;0.0;0.0;1.0;4.333333333;1.078752748350989;8.0;3.333333333333333;7.0;5.5;0.0;0.0;1.0;0.0;6.0;3.0;0.0;0.0;2.516611478423583;1.0;5003.0;0.0;4.0;0.0;1.6749543559727544;0.0;1.0;0.0;1.0;19.451923076923077;1.0;2.516611478423583;5.5;3.0;0.0;0.0;0.0;0.0;0.6666666666666666;5003.0;2.516611478423584;1.1547005383792517;3.0;1.0;7.0;1.0;0.0;1.0;3.0;0.0;2.516611478423583;7.0;0.0;3.0;0.0;4.0;17.0;0.0;4.5;52.0;1.0;4.333333333333333
0.0;3.0;3.0;0.25;0.0;0.0;1.25;3.0;0.0;2.5;0.5;12.055427546683413;0.0;0.8333333333333334;0.0;4.5;9.0;5.05403834979663;3.0;0.0;0.0;9.333333333333334;0.5;0.0;0.0;0.5;1.0;7.0;3.0;0.0;19.0;0.0;0.0;0.5773502691896258;0.5;1.0;1.3033883734804992;0.6666666666666666;7.571877794400367;0.0;1721.0;2.5;0.0;0.0;0.0;3.0;0.3333333333333333;0.0;1.0;3.7536009403582944;3.0;6.3;0.0;0.0;1.5;5.0;False;0.0;9.0;0.0;2.0;2.8867513459481287;0.0;2.6666666666666665;0.0;2.13916095041894;0.0;3.0;24.0;0.0;0.3333333333333333;19.0;0.833333333;4.127832655432888;11.0;0.3333333333333333;10.0;1.0;0.5;0.5773502691896258;14.0;5.0;1.0;3.0;1.0;0.0;0.5;3.0;1721.0;14.0;1.0;3.333333333333333;2.3925607590890983;0.0;6.333333333333332;2.081665999466133;2.0;60.14563106796116;1.0;0.7637626158259734;0.75;3.0;0.3333333333333333;0.5773502691896258;0.0;0.0;12.666666666666664;1721.0;0.5773502691896258;9.50438495292217;3.0;0.0;1.0;1.0;5.0;3.5;0.0;5.0;0.5773502691896258;1.5;0.0;3.0;0.5;1.0;35.0;0.0;0.5;103.0;15.0;0.5
0.0;6.0;6.0;1.0;0.0;0.0;1.0;6.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;4.310661764705882;6.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.5287943197046956;1.0;0.0;0.0;1088.0;7.0;0.0;0.0;0.0;6.0;0.0;0.0;1.0;4.48825476554233;6.0;5.0;0.0;0.0;1.0;1.0;False;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.8171309389140275;0.0;6.0;0.0;0.0;0.0;0.0;1.0;3.5808823529411766;13.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;1.0;1088.0;0.0;1.0;0.0;2.965747787373085;0.0;1.0;0.0;1.0;14.356164383561644;1.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;1088.0;0.0;0.0;6.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;6.0;0.0;1.0;16.0;0.0;0.0;73.0;1.0;1.0
0.0;3.0;3.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.5773502691896258;0.0;1.0;0.0;0.0;0.0;1.383732057416268;3.0;0.0;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.195009783979438;1.0;0.0;0.0;1045.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;2.2195412708580617;3.0;4.571428571428571;0.0;0.0;1.0;2.0;False;1.0;1.0;0.0;1.0;0.0;0.0;1.3333333333333333;0.0;0.7100991114149009;0.0;3.0;1.0;0.0;0.0;0.5;1.0;1.4296650717703347;9.0;0.3333333333333333;8.0;1.0;0.0;0.0;0.5;0.0;1.0;3.0;0.0;0.0;0.0;1.0;1045.0;0.0;1.0;0.0;2.145582734563595;0.0;1.0;0.5773502691896257;1.0;22.072580645161292;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.3333333333333333;1045.0;0.5773502691896258;0.5773502691896258;3.0;0.0;1.0;1.0;0.0;1.5;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;23.0;0.0;0.5;62.0;1.0;1.0
0.0;3.0;3.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;1.0;0.5773502691896257;0.0;1.0;0.0;1.0;1.0;1.188284518828452;3.0;1.0;0.0;1.3333333333333333;1.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.7139829638550771;1.0;0.0;0.0;478.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;2.23890434106486;3.0;3.5;0.0;0.0;1.0;1.0;False;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.3640167364016737;0.0;3.0;2.0;0.0;0.0;1.5;1.0;0.7552301255230126;8.0;0.0;7.0;1.0;0.0;0.0;1.5;0.0;0.0;3.0;0.0;0.0;0.0;1.0;478.0;1.0;1.0;0.0;1.4233467548939265;0.0;1.0;0.0;1.0;10.846153846153848;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.3333333333333333;478.0;0.0;0.5773502691896257;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;1.0;15.0;1.0;0.0;65.0;1.0;1.0
0.0;5.0;5.0;1.0;0.0;0.0;3.0;5.0;1.0;0.0;1.0;3.7682887362833535;0.0;1.8;0.0;0.0;4.0;1.5387163561076604;5.0;0.0;0.0;2.6;1.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;1.0;0.0;1.0;0.0;1.1024460523811346;1.8;1.0954451150103324;0.0;2415.0;9.0;0.0;0.0;0.0;5.0;0.0;0.0;3.0;2.0606111918884285;5.0;4.571428571428571;0.0;0.0;1.0;4.0;False;1.0;3.0;0.0;1.0;1.6431676725154984;0.0;1.8;0.0;0.6588731144631766;0.0;5.0;8.0;0.0;0.0;7.0;1.8;1.4376811594202898;12.0;1.0;8.0;3.0;0.0;0.0;4.0;3.0;2.0;5.0;0.0;0.0;1.0954451150103324;1.0;2415.0;4.0;1.0;1.2;1.9704077329342118;0.0;1.8;1.30384048104053;1.0;38.49166666666667;1.0;1.0954451150103324;3.0;5.0;0.0;0.0;0.0;0.0;3.8;2415.0;1.0;2.4083189157584592;5.0;0.0;3.0;1.0;3.0;2.0;1.0;0.0;1.0954451150103324;3.0;0.0;5.0;0.0;1.0;31.0;0.0;2.0;120.0;3.0;1.8
0.0;3.0;3.0;2.5;0.0;0.0;3.0;3.0;2.0;1.0;2.5;2.516611478423584;0.0;2.6666666666666665;0.0;0.5;1.0;3.1462938881664497;3.0;0.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;1.5;3.0;0.0;2.0;0.0;2.0;0.0;2.5;0.0;1.8891001417886453;2.6666666666666665;1.0;0.0;1538.0;13.0;0.0;0.0;0.0;3.0;0.0;0.0;3.0;2.9761668652151854;3.0;8.0;0.0;1.5;1.5;3.0;False;2.0;2.5;0.0;2.0;1.5275252316519463;0.0;2.0;0.0;1.9276704439903405;0.0;3.0;5.0;0.0;0.0;4.0;2.6;3.5786736020806234;7.0;1.6666666666666667;10.0;3.0;0.0;0.0;1.5;2.5;2.0;3.0;0.0;0.0;0.5773502691896258;2.0;1538.0;3.0;3.0;1.6666666666666667;3.088057093542587;0.0;2.0;1.0;1.5;39.516129032258064;1.0;0.5773502691896258;3.0;3.0;0.0;0.0;0.0;0.0;2.6666666666666665;1538.0;0.5773502691896257;1.0;3.0;1.0;3.0;1.0;3.0;2.5;2.0;2.0;0.5773502691896258;3.0;0.0;3.0;0.0;3.0;25.0;0.0;2.0;62.0;3.0;2.6666666666666665
0.0;9.0;9.0;1.0;0.0;0.0;2.0;9.0;0.5;0.0;1.0;2.4381231397212986;0.0;1.5;0.0;0.0;0.0;2.061522419186653;9.0;0.0;0.0;0.7777777777777778;1.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;4.0;0.0;1.0;0.0;1.0;1.0;1.2503967741346254;1.4444444444444444;1.3228756555322951;0.0;2877.0;15.5;0.0;0.0;0.0;9.0;0.0;0.0;2.0;2.2239146633122857;9.0;5.0;0.0;0.0;1.0;5.0;False;1.0;1.0;0.0;1.0;0.8819171036881969;0.0;1.5555555555555556;0.0;1.0969354651836405;0.0;9.0;6.0;0.0;0.2222222222222222;0.0;1.55;2.253388946819604;8.0;0.7777777777777778;9.0;2.0;0.0;0.4409585518440984;0.0;0.0;2.0;9.0;0.0;0.0;0.565194165260439;1.0;2877.0;0.0;1.5;0.4444444444444444;2.426404892343505;0.0;1.6666666666666667;1.3333333333333337;1.0;48.0;1.0;0.5;2.0;9.0;0.2222222222222222;0.4409585518440984;0.0;0.0;1.2222222222222223;2877.0;0.8333333333333334;1.563471919941143;9.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;0.5270462766947299;2.0;0.0;9.0;0.0;1.0;32.0;0.0;1.0;100.0;4.0;1.2777777777777777
