blamemerge_blamegetEffort_std;blamemerge_blamegetDifficulty_std;AnonymousInnerClassLength_50%;blame_merge_blame_getVolume_max;Volume;blame_merge_blame_getLength_min;blamemerge_blamegetLength_mean;FileLength_mean;MethodLength_min;TotalNumberOfOperators;blamemerge_blamegetVolume_std;blamemerge_blamegetLength_std;MethodLength_std;blamemerge_blamegetVolume_count;blamemerge_blamegetVocabulary_max;blame_merge_blame_getEffort_count;Vocabulary;blame_merge_blame_getEffort_std;AnonymousInnerClassLength_min;blame_merge_blame_getVolume_count;blame_merge_blame_getVocabulary_std;AnonymousInnerClassLength_mean;MethodLength_max;Bugged;AnonymousInnerClassLength_25%;FileLength_min;FileLength_std;blamemerge_blamegetLength_count;blame_merge_blame_getVocabulary_count;NumberOfDistinctOperands;blame_merge_blame_getDifficulty_std;blamemerge_blamegetDifficulty_max;MethodLength_75%;FileLength_max;blame_merge_blame_getVocabulary_mean;Effort;blame_merge_blame_getDifficulty_count;MethodLength_50%;blame_merge_blame_getDifficulty_mean;NumberOfDistinctOperators;MethodLength_mean;FileLength_count;blame_merge_blame_getVolume_mean;blame_merge_blame_getVolume_min;AnonymousInnerClassLength_75%;blamemerge_blamegetLength_max;Difficulty;blame_merge_blame_getLength_count;blame_merge_blame_getEffort_mean;blamemerge_blamegetEffort_mean;AnonymousInnerClassLength_count;blamemerge_blamegetVolume_max;blame_merge_blame_getLength_max;blame_merge_blame_getLength_std;MethodLength_25%;blamemerge_blamegetDifficulty_mean;blamemerge_blamegetVocabulary_mean;blame_merge_blame_getVolume_std;MethodLength_count;blame_merge_blame_getDifficulty_min;blame_merge_blame_getVocabulary_max;Length;blamemerge_blamegetVocabulary_count;FileLength_50%;blamemerge_blamegetVocabulary_std;blamemerge_blamegetEffort_max;blame_merge_blame_getVocabulary_min;TotalNumberOfOperands;FileLength_75%;blame_merge_blame_getLength_mean;AnonymousInnerClassLength_std;blame_merge_blame_getEffort_min;AnonymousInnerClassLength_max;FileLength_25%;blame_merge_blame_getEffort_max;blame_merge_blame_getDifficulty_max;blamemerge_blamegetDifficulty_count;blamemerge_blamegetEffort_count;blamemerge_blamegetVolume_mean
21.371862134715105;0.5286930664040591;0.0;0.0;131.18329672565338;0.0;0.7631578947368421;38.0;0.0;14.0;8.315357937272854;2.675557133457525;0.0;38.0;10.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;38.0;0.0;38.0;0.0;14.0;0.0;3.0;0.0;38.0;0.0;632.4908949272573;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;13.0;4.821428571428571;0.0;0.0;4.482399079038224;1.0;43.18506523353572;0.0;0.0;0.0;0.13157894736842105;0.631578947368421;0.0;1.0;0.0;0.0;29.0;38.0;38.0;2.1488029682364003;129.55519570060716;0.0;15.0;38.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;38.0;38.0;2.2095009088521342
21.371862134715105;0.5286930664040591;0.0;0.0;131.18329672565338;0.0;0.7631578947368421;38.0;0.0;14.0;8.315357937272854;2.675557133457525;0.0;38.0;10.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;38.0;0.0;38.0;0.0;14.0;0.0;3.0;0.0;38.0;0.0;632.4908949272573;0.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0;13.0;4.821428571428571;0.0;0.0;4.482399079038224;1.0;43.18506523353572;0.0;0.0;0.0;0.13157894736842105;0.631578947368421;0.0;1.0;0.0;0.0;29.0;38.0;38.0;2.1488029682364003;129.55519570060716;0.0;15.0;38.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;38.0;38.0;2.2095009088521342
33.10291565875754;0.7690866179782403;0.0;0.0;447.6967300300299;0.0;0.878169449598021;0.0;0.0;51.0;11.047997265192269;3.1715590402862666;0.0;1617.0;12.0;0.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;1617.0;0.0;24.0;0.0;3.0;0.0;0.0;0.0;3450.995627314813;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;14.0;7.708333333333332;0.0;0.0;9.109042922457364;0.0;50.18947501009619;0.0;0.0;0.0;0.2130488559059988;0.7946815089672232;0.0;0.0;0.0;0.0;88.0;1617.0;0.0;2.866224689967088;150.56842503028855;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1617.0;1617.0;3.0492382589591003
42.57869571893886;0.8091734513826759;0.0;0.0;871.1559672316351;0.0;0.5886524822695035;84.0;3.0;87.0;9.6741468642947;2.7507900437086743;0.0;282.0;13.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;3.0;False;0.0;0.0;118.79393923933998;282.0;0.0;26.0;0.0;4.9;3.0;168.0;0.0;15881.8434026075;0.0;3.0;0.0;12.0;3.0;2.0;0.0;0.0;0.0;18.0;18.23076923076923;0.0;0.0;7.9632668338766575;2.0;66.60791492653966;0.0;0.0;3.0;0.16270263424518744;0.4858156028368794;0.0;2.0;0.0;0.0;166.0;282.0;84.0;2.2388062897194474;263.494743803005;0.0;79.0;126.0;0.0;0.0;0.0;0.0;42.0;0.0;0.0;282.0;282.0;1.9833686952523133
7.9697024930808595;0.3274660937458892;0.0;0.0;97.70233280920246;0.0;0.4893617021276596;47.0;0.0;10.0;5.4255908854428725;1.9096134417107185;0.0;47.0;8.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;47.0;0.0;47.0;0.0;12.0;0.0;1.8;0.0;47.0;0.0;370.45467856822603;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0;3.7916666666666665;0.0;0.0;1.7418339212450735;1.0;27.0;0.0;0.0;0.0;0.08085106382978723;0.425531914893617;0.0;1.0;0.0;0.0;23.0;47.0;47.0;1.6251378650690027;48.6;0.0;13.0;47.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;47.0;47.0;1.2822594531599671
17.040607183533876;0.6499770536246938;0.0;0.0;398.354441600461;0.0;0.9534883720930232;0.0;0.0;47.0;7.387131636453319;2.4729452635134868;0.0;86.0;11.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;86.0;0.0;16.0;0.0;2.9166666666666665;0.0;0.0;0.0;5664.102216506554;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;12.0;14.21875;0.0;0.0;5.057699241143078;0.0;41.51317942364757;0.0;0.0;0.0;0.2374031007751937;0.9186046511627908;0.0;0.0;0.0;0.0;82.0;86.0;0.0;2.3525461364686158;121.08010665230543;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.0;86.0;2.520576216327984
8.229302035940918;0.33797681845020844;0.0;0.0;97.70233280920246;0.0;0.5227272727272727;44.0;0.0;10.0;5.6007366575710495;1.9705817387275115;0.0;44.0;8.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;44.0;0.0;44.0;0.0;12.0;0.0;1.8;0.0;44.0;0.0;370.45467856822603;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0;3.7916666666666665;0.0;0.0;1.8605953249663283;1.0;27.0;0.0;0.0;0.0;0.08636363636363636;0.4545454545454545;0.0;1.0;0.0;0.0;23.0;44.0;44.0;1.6768539958706097;48.6;0.0;13.0;44.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;44.0;44.0;1.369686234057237
16.77276238678211;0.6402533750729955;0.0;0.0;398.354441600461;0.0;0.9213483146067416;0.0;0.0;47.0;7.274522101306562;2.4365806849182;0.0;89.0;11.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;89.0;0.0;16.0;0.0;2.9166666666666665;0.0;0.0;0.0;5664.102216506554;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;12.0;14.21875;0.0;0.0;4.887214997059603;0.0;41.51317942364757;0.0;0.0;0.0;0.2294007490636704;0.8876404494382022;0.0;0.0;0.0;0.0;82.0;89.0;0.0;2.318101703035908;121.08010665230543;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;89.0;89.0;2.435612973080973
9.050431507429252;0.3624242698155731;0.0;0.0;109.807935569469;0.0;0.6578947368421053;38.0;0.0;10.0;6.3396008864486975;2.22122824300861;0.0;38.0;8.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;38.0;0.0;38.0;0.0;14.0;0.0;1.8;0.0;38.0;0.0;411.7797583855088;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0;3.75;0.0;0.0;2.3519991921801413;1.0;27.0;0.0;0.0;0.0;0.1;0.5789473684210527;0.0;1.0;0.0;0.0;25.0;38.0;38.0;1.9260880245295464;48.6;0.0;15.0;38.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;38.0;38.0;1.7835781395485624
9.050431507429252;0.3624242698155731;0.0;0.0;109.807935569469;0.0;0.6578947368421053;38.0;0.0;10.0;6.3396008864486975;2.22122824300861;0.0;38.0;8.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;38.0;0.0;38.0;0.0;14.0;0.0;1.8;0.0;38.0;0.0;411.7797583855088;0.0;0.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0;3.75;0.0;0.0;2.3519991921801413;1.0;27.0;0.0;0.0;0.0;0.1;0.5789473684210527;0.0;1.0;0.0;0.0;25.0;38.0;38.0;1.9260880245295464;48.6;0.0;15.0;38.0;0.0;0.0;0.0;0.0;38.0;0.0;0.0;38.0;38.0;1.7835781395485624
